,Pair,Separation_Factor,SMILES,Current_REE_D,Next_REE_D,Solvent,Acid Conc (M),Acid Type,Temperature (C),Ligand Conc (M)
3165,Eu/Lu,0.056666666666666664,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,68.0,1200.0,CHCl3,4.0,HNO3,23.0,0.2
1364,Ce/Lu,0.056249999999999994,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,0.8,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2045,Nd/Tb,0.05555555555555556,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.05,0.9,n-Dodecane,3.0,Tartaic Acid,25.0,0.2
170,La/Nd,0.05555555555555556,O=C(COCC(=O)N(CCCCCCCCCCCC)CCCCCCCC)N(CCCCCCCCCCCC)CCCCCCCC,0.08,1.44,Isopar L,3.0,HCl,25.0,0.1
2667,Sm/Tm,0.05555555555555555,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.5,27.0,CHCl3,5.0,HNO3,25.0,0.5
2588,Sm/Ho,0.05555555555555555,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.25,4.5,n-Dodecane,2.0,Citric Acid,25.0,0.2
3069,Eu/Er,0.05555555555555555,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.25,4.5,n-Dodecane,3.0,Tartaic Acid,25.0,0.2
1446,Pr/Sm,0.05463182897862233,CC(CCCC(C)C)CCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCC(C)CCCC(C)C)CCCCCCCC,0.23,4.21,Isopar L,3.0,HCl,25.0,0.1
202,La/Nd,0.05333333333333334,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.08,1.5,n-Dodecane,3.0,Malonic Acid,25.0,0.2
1655,Pr/Ho,0.05333333333333334,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,8.0,150.0,TPH (ca dodecane),4.3,HNO3,22.0,0.1
2090,Nd/Dy,0.05333333333333334,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.75,n-Dodecane,1.0,Citric Acid,25.0,0.2
829,La/Lu,0.053299783941533264,CCCCO[P](=O)(OCCCC)c1ccc2ccc3ccc(nc3c2n1)[P](=O)(OCCCC)OCCCC,0.1078023533,2.022566422,n-octanol,2.0,HNO3,25.0,0.01
1322,Ce/Yb,0.052941176470588235,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,0.85,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2446,Sm/Gd,0.052941176470588235,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,0.85,n-Dodecane,3.0,Lactic Acid,25.0,0.2
451,La/Tb,0.05272727272727273,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,5.8,110.0,CHCl3,4.0,HNO3,23.0,0.2
237,La/Sm,0.052631578947368425,CN(CCCC(CCCCCC)CCCC)C(=O)COCC(=O)N(C)CCCC(CCCCCC)CCCC,0.14,2.66,Isopar L,3.0,HCl,25.0,0.1
2150,Nd/Er,0.05238095238095238,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.1,21.0,CHCl3,5.0,HNO3,25.0,0.5
164,La/Nd,0.05234042553191489,CN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,3.69,70.5,Isopar L,3.0,HCl,25.0,0.1
3478,Gd/Yb,0.05161290322580645,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.6,31.0,CHCl3,5.0,HNO3,25.0,0.5
3118,Eu/Yb,0.05161290322580645,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.6,31.0,CHCl3,5.0,HNO3,25.0,0.5
3057,Eu/Er,0.05155741614116899,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,48.647,943.55,kerosene,3.0,HNO3,25.0,0.024
1931,Nd/Eu,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.1,2.0,n-Dodecane,1.0,Malonic Acid,25.0,0.2
771,La/Lu,0.05,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.1,2.0,CHCl3,4.0,HNO3,25.0,0.5
2787,Sm/Lu,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.1,2.0,n-Dodecane,3.0,Tartaic Acid,25.0,0.2
1939,Nd/Eu,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,1.5,30.0,n-Dodecane,3.0,Malonic Acid,25.0,0.2
362,La/Eu,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.025,0.5,n-Dodecane,2.0,Citric Acid,25.0,0.2
1141,Ce/Dy,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.66,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
481,La/Tb,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.66,n-Dodecane,1.0,Lactic Acid,25.0,0.2
2046,Nd/Tb,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.2,4.0,n-Dodecane,5.0,Lactic Acid,25.0,0.2
1067,Ce/Gd,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.1,2.0,n-Dodecane,5.0,Lactic Acid,25.0,0.2
1095,Ce/Tb,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.66,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1055,Ce/Gd,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.015,0.3,n-Dodecane,1.0,Citric Acid,25.0,0.2
2556,Sm/Dy,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.1,2.0,n-Dodecane,3.0,Tartaic Acid,25.0,0.2
2650,Sm/Er,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.25,5.0,n-Dodecane,2.0,Citric Acid,25.0,0.2
480,La/Tb,0.05,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.03,0.6,n-Dodecane,1.0,Citric Acid,25.0,0.2
2191,Nd/Er,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.075,1.5,n-Dodecane,2.0,Lactic Acid,25.0,0.2
806,La/Lu,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.8,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2727,Sm/Yb,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.85,17.0,n-Dodecane,1.0,Malonic Acid,25.0,0.2
1099,Ce/Tb,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,0.9,n-Dodecane,2.0,Lactic Acid,25.0,0.2
1997,Nd/Gd,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.15,3.0,n-Dodecane,3.0,Citric Acid,25.0,0.2
804,La/Lu,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.4,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
1097,Ce/Tb,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.01,0.2,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
2319,Nd/Lu,0.049999999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.4,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
3222,Eu/Lu,0.04891556138873062,CCCCO[P](=O)(OCCCC)c1ccc2ccc3ccc(nc3c2n1)[P](=O)(OCCCC)OCCCC,1.157907662,23.67156032,n-octanol,2.0,HClO4,25.0,0.01
2706,Sm/Yb,0.04838709677419355,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.5,31.0,CHCl3,5.0,HNO3,25.0,0.5
1273,Ce/Tm,0.04823529411764706,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,4.1,85.0,TPH (ca dodecane),4.3,HNO3,22.0,0.1
802,La/Lu,0.04782608695652175,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.69,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1360,Ce/Lu,0.04782608695652175,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.69,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1458,Pr/Sm,0.04774774774774775,O=C(COCC(=O)N(CCCCCCCCCCCC)CCCCCCCC)N(CCCCCCCCCCCC)CCCCCCCC,0.53,11.1,Isopar L,3.0,HCl,25.0,0.1
3219,Eu/Lu,0.04769178933935984,CCCCO[P](=O)(OCCCC)c1ccc2ccc3ccc(nc3c2n1)[P](=O)(OCCCC)OCCCC,1.31505811,27.574098775,n-octanol,1.0,HClO4,25.0,0.01
1282,Ce/Tm,0.04736842105263158,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,0.95,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2734,Sm/Yb,0.04736842105263158,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,0.95,n-Dodecane,3.0,Lactic Acid,25.0,0.2
1318,Ce/Yb,0.047142857142857146,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.7,n-Dodecane,1.0,Lactic Acid,25.0,0.2
750,La/Yb,0.047142857142857146,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.7,n-Dodecane,1.0,Lactic Acid,25.0,0.2
3135,Eu/Yb,0.04710205267234702,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,48.647,1032.8,kerosene,3.0,HNO3,25.0,0.024
2316,Nd/Lu,0.047058823529411764,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.85,n-Dodecane,1.0,Citric Acid,25.0,0.2
754,La/Yb,0.047058823529411764,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.85,n-Dodecane,2.0,Lactic Acid,25.0,0.2
1172,Ce/Ho,0.046964627151051624,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,3.93,83.68,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
963,Ce/Sm,0.04666666666666667,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.07,1.5,n-Dodecane,5.0,Tartaic Acid,25.0,0.2
1091,Ce/Tb,0.046590909090909086,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,4.1,88.0,TPH (ca dodecane),4.3,HNO3,22.0,0.1
2583,Sm/Ho,0.04649670482136663,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,26.81,576.6,kerosene,3.0,HNO3,25.0,0.024
2097,Nd/Dy,0.04545454545454545,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.03,0.66,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
1139,Ce/Dy,0.045,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,1.0,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2043,Nd/Tb,0.045,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.09,2.0,n-Dodecane,3.0,Lactic Acid,25.0,0.2
444,La/Gd,0.045,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.09,2.0,n-Dodecane,5.0,Lactic Acid,25.0,0.2
1448,Pr/Sm,0.04477611940298507,CCCCC(CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCC(CCCCCC)CCCC)CCCCCCCC)CCCCCC,0.03,0.67,Isopar L,3.0,HCl,25.0,0.1
2198,Nd/Er,0.044444444444444446,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.2,4.5,n-Dodecane,5.0,Lactic Acid,25.0,0.2
752,La/Yb,0.044444444444444446,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.45,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
3167,Eu/Lu,0.044444444444444446,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.6,36.0,CHCl3,5.0,HNO3,25.0,0.5
3519,Gd/Lu,0.044444444444444446,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.6,36.0,CHCl3,5.0,HNO3,25.0,0.5
2102,Nd/Dy,0.044444444444444446,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.2,4.5,n-Dodecane,5.0,Lactic Acid,25.0,0.2
485,La/Tb,0.044444444444444446,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.9,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2268,Nd/Yb,0.044444444444444446,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.45,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
2265,Nd/Yb,0.044444444444444446,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.9,n-Dodecane,1.0,Citric Acid,25.0,0.2
1135,Ce/Dy,0.044000000000000004,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.75,n-Dodecane,1.0,Lactic Acid,25.0,0.2
541,La/Dy,0.044000000000000004,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.75,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1999,Nd/Gd,0.04285714285714286,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,1.5,35.0,n-Dodecane,3.0,Malonic Acid,25.0,0.2
1027,Ce/Eu,0.0425531914893617,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,2.0,47.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
2687,Sm/Tm,0.042499999999999996,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.85,20.0,n-Dodecane,1.0,Malonic Acid,25.0,0.2
2564,Sm/Ho,0.042335766423357665,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,29.0,685.0,CHCl3,4.0,HNO3,23.0,0.2
2129,Nd/Ho,0.04210526315789474,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.95,n-Dodecane,1.0,Citric Acid,25.0,0.2
707,La/Tm,0.04210526315789474,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.95,n-Dodecane,2.0,Lactic Acid,25.0,0.2
703,La/Tm,0.04177215189873418,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.79,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1278,Ce/Tm,0.04177215189873418,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.79,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1236,Ce/Er,0.04176408076514347,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,3.93,94.1,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
2748,Sm/Lu,0.041666666666666664,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.5,36.0,CHCl3,5.0,HNO3,25.0,0.5
2684,Sm/Tm,0.04143484174085064,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,26.81,647.0400000000001,kerosene,3.0,HNO3,25.0,0.024
581,La/Ho,0.04125,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.8,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1181,Ce/Ho,0.04125,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.8,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
1175,Ce/Ho,0.04125,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.8,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1324,Ce/Yb,0.04125,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.8,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
1179,Ce/Ho,0.0409090909090909,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.045,1.1,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2234,Nd/Tm,0.0409090909090909,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.09,2.2,n-Dodecane,3.0,Lactic Acid,25.0,0.2
1147,Ce/Dy,0.04081632653061224,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,2.0,49.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
2207,Nd/Tm,0.040740740740740744,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,1.1,27.0,CHCl3,5.0,HNO3,25.0,0.5
830,La/Lu,0.04073137563728648,CCCCO[P](=O)(OCCCC)c1ccc2ccc3ccc(nc3c2n1)[P](=O)(OCCCC)OCCCC,0.0237948246,0.5841890736,n-octanol,3.0,HCl,25.0,0.01
2225,Nd/Tm,0.04040404040404041,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.99,n-Dodecane,1.0,Citric Acid,25.0,0.2
583,La/Ho,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.5,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
280,La/Sm,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.06,1.5,n-Dodecane,5.0,Tartaic Acid,25.0,0.2
540,La/Dy,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.03,0.75,n-Dodecane,1.0,Citric Acid,25.0,0.2
2132,Nd/Ho,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.5,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
1068,Ce/Gd,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,2.0,50.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
2141,Nd/Ho,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.2,5.0,n-Dodecane,5.0,Lactic Acid,25.0,0.2
545,La/Dy,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,1.0,n-Dodecane,2.0,Lactic Acid,25.0,0.2
1366,Ce/Lu,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.825,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
366,La/Eu,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.06,1.5,n-Dodecane,3.0,Citric Acid,25.0,0.2
953,Ce/Sm,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.01,0.25,n-Dodecane,2.0,Citric Acid,25.0,0.2
2186,Nd/Er,0.04,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,1.0,n-Dodecane,1.0,Citric Acid,25.0,0.2
3220,Eu/Lu,0.03978845660622527,CCCCO[P](=O)(OCCCC)c1ccc2ccc3ccc(nc3c2n1)[P](=O)(OCCCC)OCCCC,0.1275642783,3.206062491,n-octanol,1.0,HNO3,25.0,0.01
1234,Ce/Er,0.039047619047619046,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,4.1,105.0,TPH (ca dodecane),4.3,HNO3,22.0,0.1
1275,Ce/Tm,0.03904619970193741,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,3.93,100.65,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
664,La/Er,0.03882352941176471,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.85,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1239,Ce/Er,0.03882352941176471,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.85,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1284,Ce/Tm,0.03882352941176471,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.85,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
2053,Nd/Dy,0.03793103448275862,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,11.0,290.0,CHCl3,4.0,HNO3,23.0,0.2
1866,Nd/Sm,0.03783690869086909,CCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCC,22.012,581.76,kerosene,5.0,Hcl,25.0,0.075
2272,Nd/Yb,0.0375,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.03,0.8,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
2136,Nd/Ho,0.0375,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.03,0.8,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
487,La/Tb,0.0375,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.015,0.4,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
1251,Ce/Er,0.037037037037037035,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,2.0,54.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
1245,Ce/Er,0.03666666666666667,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.9,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
1987,Nd/Gd,0.03649739322888931,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2.81,76.9918,kerosene,3.0,HNO3,25.0,0.024
2228,Nd/Tm,0.03636363636363636,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.55,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
2323,Nd/Lu,0.03636363636363636,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.03,0.825,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
705,La/Tm,0.03636363636363636,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.55,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
443,La/Gd,0.03636363636363636,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.02,0.55,n-Dodecane,3.0,Tartaic Acid,25.0,0.2
1187,Ce/Ho,0.03636363636363636,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,2.0,55.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
585,La/Ho,0.03636363636363636,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,1.1,n-Dodecane,2.0,Lactic Acid,25.0,0.2
1407,Pr/Nd,0.03630705394190872,CN(CCCCCCCC)C(=O)COCC(=O)N(C)CCCCCCCC,17.5,482.0,Isopar L,3.0,HCl,25.0,0.1
3225,Eu/Lu,0.036223031748329124,CCCCO[P](=O)(OCCCC)c1ccc2ccc3ccc(nc3c2n1)[P](=O)(OCCCC)OCCCC,0.829330379,22.89511228,n-octanol,3.0,HClO4,25.0,0.01
2099,Nd/Dy,0.036,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.09,2.5,n-Dodecane,3.0,Lactic Acid,25.0,0.2
1025,Ce/Eu,0.036,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.009,0.25,n-Dodecane,3.0,Tartaic Acid,25.0,0.2
3194,Eu/Lu,0.03598155411881805,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,48.647,1351.9983,kerosene,3.0,HNO3,25.0,0.024
1315,Ce/Yb,0.03590352640233876,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,3.93,109.46,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
